8.50017,3.50007,0
21.50043,5.50011,0
45.50091,13.50027,0
33.50067,2.50005,0
54.50109,2.50005,0
61.50123,1.50003,0
74.50031,-4.50009,0
74.50031,-10.50021,0
74.50031,-16.50033,0
74.50031,-21.50043,0
74.50031,-26.50053,0
46.50093,-21.50043,0
50.50101,-27.50055,0
129.5026,-6.50013,0
89.50031,14.50029,0
107.5003,14.50029,0
113.5023,10.50021,0
138.5028,25.50051,0
141.5028,24.00048,0
143.0029,21.50043,0
144.5029,17.50035,0
147.503,13.50027,0
150.503,11.50023,0
152.5031,8.50017,0
154.5031,5.50011,0
39.50081,-0.5,0
39.50081,-0.5,0
41.50081,-0.5,0
39.50081,1.5,0
41.50081,1.5,0
51.50105,-11.50021,0
51.50105,-11.50021,0
53.50105,-11.50021,0
51.50105,-9.50021,0
53.50105,-9.50021,0
37.50077,-18.50035,0
37.50077,-18.50035,0
39.50077,-18.50035,0
37.50077,-16.50035,0
39.50077,-16.50035,0
101.5021,-33.50065,0
101.5021,-33.50065,0
103.5021,-33.50065,0
101.5021,-31.50065,0
103.5021,-31.50065,0
108.5022,-28.50055,0
108.5022,-28.50055,0
110.5022,-28.50055,0
108.5022,-26.50055,0
110.5022,-26.50055,0
110.5022,-19.50037,0
110.5022,-19.50037,0
112.5022,-19.50037,0
110.5022,-17.50037,0
112.5022,-17.50037,0
105.5021,-6.500111,0
105.5021,-6.500111,0
107.5021,-6.500111,0
105.5021,-4.500111,0
107.5021,-4.500111,0
55.50119,15.50031,0
55.50119,15.50031,0
57.50119,15.50031,0
59.50119,15.50031,0
61.50119,15.50031,0
63.50119,15.50031,0
55.50119,-20.50041,0
55.50119,-20.50041,0
57.50119,-20.50041,0
59.50119,-20.50041,0
61.50119,-20.50041,0
63.50119,-20.50041,0
61.50131,-33.50067,0
61.50131,-33.50067,0
63.50131,-33.50067,0
65.50131,-33.50067,0
67.50131,-33.50067,0
69.50131,-33.50067,0
79.50167,-28.50057,0
79.50167,-28.50057,0
81.50167,-28.50057,0
83.50167,-28.50057,0
85.50167,-28.50057,0
87.50167,-28.50057,0
85.50179,-17.50035,0
85.50179,-17.50035,0
87.50179,-17.50035,0
89.50179,-17.50035,0
91.50179,-17.50035,0
93.50179,-17.50035,0
